episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/__all__/num_agent_steps_trained,info/learner/__all__/num_env_steps_trained,info/learner/__all__/total_loss,info/learner/1/total_loss,info/learner/1/policy_loss,info/learner/1/vf_loss,info/learner/1/vf_loss_unclipped,info/learner/1/vf_explained_var,info/learner/1/entropy,info/learner/1/mean_kl_loss,info/learner/1/gradients_default_optimizer_global_norm,info/learner/1/default_optimizer_lr,info/learner/1/curr_lr,info/learner/1/curr_entropy_coeff,info/learner/1/curr_kl_coeff,info/learner/2/total_loss,info/learner/2/policy_loss,info/learner/2/vf_loss,info/learner/2/vf_loss_unclipped,info/learner/2/vf_explained_var,info/learner/2/entropy,info/learner/2/mean_kl_loss,info/learner/2/gradients_default_optimizer_global_norm,info/learner/2/default_optimizer_lr,info/learner/2/curr_lr,info/learner/2/curr_entropy_coeff,info/learner/2/curr_kl_coeff,info/learner/5/total_loss,info/learner/5/policy_loss,info/learner/5/vf_loss,info/learner/5/vf_loss_unclipped,info/learner/5/vf_explained_var,info/learner/5/entropy,info/learner/5/mean_kl_loss,info/learner/5/gradients_default_optimizer_global_norm,info/learner/5/default_optimizer_lr,info/learner/5/curr_lr,info/learner/5/curr_entropy_coeff,info/learner/5/curr_kl_coeff,info/learner/6/total_loss,info/learner/6/policy_loss,info/learner/6/vf_loss,info/learner/6/vf_loss_unclipped,info/learner/6/vf_explained_var,info/learner/6/entropy,info/learner/6/mean_kl_loss,info/learner/6/gradients_default_optimizer_global_norm,info/learner/6/default_optimizer_lr,info/learner/6/curr_lr,info/learner/6/curr_entropy_coeff,info/learner/6/curr_kl_coeff
nan,nan,nan,nan,0,0,4,0,0,4000,0,1000,0,1000,0,45.58412881328051,0.0,1000,0,4000,False,0,1,a5201_00000,2024-02-23_20-54-26,1708721666,21.93921208381653,21.93921208381653,18473,MacBook-Pro-2,127.0.0.1,21.93921208381653,1,1000,0,4000,0,nan,nan,nan,nan,0,0,[],[],21937.374,20765.846,7.583,1000,0,4000,0,41.03548387096774,69.69999999999999,[],[],400.0,1000.0,39.746327590942386,39.746327590942386,-0.013444017022848129,9.976475162506103,274472.987421875,-5.581974983215332e-05,1.3832109797000884,0.0020074182002167307,0.22439904801547528,0.0001,0.0001,0.01,0.25,9.951054315567017,-0.013426216556690634,9.977189569473266,195575.9887890625,-2.9627680778503418e-05,1.3826548540592194,0.0022351731501341465,0.20778582617640495,0.0001,0.0001,0.01,0.25,9.91097008705139,-0.009136127750389278,9.933288021087646,94205.71924804688,0.0001645982265472412,1.3815149140357972,0.0012665457871064456,0.24075769942253827,0.0001,0.0001,0.01,0.25,9.934100303649902,-0.01362722422927618,9.960355100631714,58290.14213867187,-9.646415710449219e-06,1.3837300276756286,0.0024194334219711845,0.2073274142295122,0.0001,0.0001,0.01,0.25
nan,nan,nan,nan,0,0,4,0,0,8000,0,2000,0,1000,0,42.06228194245585,0.0,2000,0,8000,False,0,2,a5201_00000,2024-02-23_20-54-50,1708721690,23.775646924972534,45.71485900878906,18473,MacBook-Pro-2,127.0.0.1,45.71485900878906,2,2000,0,8000,0,nan,nan,nan,nan,0,0,[],[],22855.803,21717.882,7.179,2000,0,8000,0,39.91764705882353,69.71764705882352,[],[],400.0,1000.0,39.76366268157959,39.76366268157959,-0.011441806480288506,9.964667444229127,910884.79828125,-8.672654628753662e-05,1.3778161931037902,0.002057252079301861,0.24609799116849898,0.0001,0.0001,0.01,0.125,9.961139755249024,-0.010683590807020664,9.984983835220337,350715.745234375,-0.00011126577854156494,1.3779399657249451,0.002476070643754156,0.2647109089791775,0.0001,0.0001,0.01,0.125,9.930134544372558,-0.010165459890849889,9.95353051185608,123448.3228125,0.0002145606279373169,1.3745483136177064,0.002060165718467033,0.2843114537000656,0.0001,0.0001,0.01,0.125,9.932426929473877,-0.012349040657281875,9.957917604446411,82664.6901171875,0.00018222928047180177,1.3762901949882507,0.00248500078502957,0.2714554445445538,0.0001,0.0001,0.01,0.125
nan,nan,nan,nan,0,0,4,0,0,12000,0,3000,0,1000,0,36.94779427789387,0.0,3000,0,12000,False,0,3,a5201_00000,2024-02-23_20-55-17,1708721717,27.06670904159546,72.78156805038452,18473,MacBook-Pro-2,127.0.0.1,72.78156805038452,3,3000,0,12000,0,nan,nan,nan,nan,0,0,[],[],24258.929,23108.769,7.14,3000,0,12000,0,49.66756756756756,70.42702702702702,[],[],400.0,1000.0,39.73997550964356,39.73997550964356,-0.0063127618096768855,9.97908329963684,1496640.7596875,-5.958437919616699e-05,1.371853883266449,0.001727199347341184,0.2626748886704445,0.0001,0.0001,0.01,0.0625,9.921798477172851,-0.010096948519349098,9.945350856781006,367163.06296875,-0.00021212220191955567,1.3708727657794952,0.0020269323554202856,0.23339714758098126,0.0001,0.0001,0.01,0.0625,9.938881340026855,-0.010579411406069994,9.9629563331604,217281.443359375,0.00012568533420562745,1.3717472672462463,0.0017753790187157391,0.25907602965831755,0.0001,0.0001,0.01,0.0625,9.920027532577514,-0.012414688244462013,9.945842409133911,75702.8847265625,0.00027135193347930907,1.3678592264652252,0.0022277768459798607,0.3215387196838856,0.0001,0.0001,0.01,0.0625
nan,nan,nan,nan,0,0,4,0,0,16000,0,4000,0,1000,0,35.20940678808476,0.0,4000,0,16000,False,0,4,a5201_00000,2024-02-23_20-55-45,1708721745,28.40308403968811,101.18465209007263,18473,MacBook-Pro-2,127.0.0.1,101.18465209007263,4,4000,0,16000,0,nan,nan,nan,nan,0,0,[],[],25294.561,24140.698,7.007,4000,0,16000,0,54.25750000000001,72.23249999999999,[],[],400.0,1000.0,39.803788337707516,39.803788337707516,-0.007748909927904606,9.969628925323486,1625008.196328125,-0.00028112411499023435,1.3727244174480437,0.0023678658184326197,0.2761572318896651,0.0001,0.0001,0.01,0.03125,9.948430042266846,-0.00996728845173493,9.971937303543092,383604.022578125,-0.00028201043605804446,1.365011007785797,0.0017629032341005767,0.257910165861249,0.0001,0.0001,0.01,0.03125,9.95285101890564,-0.009588667092903052,9.97591983795166,128187.1015234375,0.000133054256439209,1.3598030781745911,0.0018865011531988786,0.30052409261465074,0.0001,0.0001,0.01,0.03125,9.954206342697143,-0.012439854070544243,9.9800576877594,78691.48859375,0.0005485987663269042,1.3571896839141846,0.0025661276326627556,0.25788770996034144,0.0001,0.0001,0.01,0.03125
nan,nan,nan,nan,0,0,4,0,0,20000,0,5000,0,1000,0,39.78483069774614,0.0,5000,0,20000,False,0,5,a5201_00000,2024-02-23_20-56-10,1708721770,25.13681411743164,126.32146620750427,18473,MacBook-Pro-2,127.0.0.1,126.32146620750427,5,5000,0,20000,0,nan,nan,nan,nan,0,0,[],[],25262.678,24115.874,8.679,5000,0,20000,0,48.00555555555555,72.5138888888889,[],[],400.0,1000.0,39.721663818359374,39.721663818359374,-0.007979385554790497,9.983221731185914,1852039.781484375,0.00016533017158508302,1.369788635969162,0.002125732433423764,0.23138284485787153,0.0001,0.0001,0.01,0.015625,9.942774877548217,-0.008802062913600821,9.965044107437134,237299.655625,-0.0003378492593765259,1.3548938524723053,0.0026200027064055575,0.3152874904125929,0.0001,0.0001,0.01,0.015625,9.909363861083984,-0.00825737020233646,9.931061840057373,145605.357890625,1.8323659896850587e-05,1.350659271478653,0.0021089128856681327,0.27824896164238455,0.0001,0.0001,0.01,0.015625,9.907914485931396,-0.012516237366362475,9.933852844238281,43617.675546875,0.0005325758457183838,1.3500223791599273,0.0024984353170100348,0.3322541137039661,0.0001,0.0001,0.01,0.015625
nan,nan,nan,nan,0,0,4,0,0,24000,0,6000,0,1000,0,41.83330621779398,0.0,6000,0,24000,False,0,6,a5201_00000,2024-02-23_20-56-34,1708721794,23.905949115753174,150.22741532325745,18473,MacBook-Pro-2,127.0.0.1,150.22741532325745,6,6000,0,24000,0,nan,nan,nan,nan,0,0,[],[],25036.291,23895.115,8.435,6000,0,24000,0,45.64242424242424,71.9060606060606,[],[],400.0,1000.0,39.73324985504151,39.73324985504151,-0.009604796590283514,9.953396835327148,402317.883203125,-0.00010817825794219971,1.362462475299835,0.002578161273055457,0.25166012920439246,0.0001,0.0001,0.01,0.0078125,9.955328273773194,-0.011262205149978399,9.980022315979005,189925.3805078125,-0.0005177628993988038,1.3463805413246155,0.002049772656910136,0.2331205705553293,0.0001,0.0001,0.01,0.0078125,9.934459447860718,-0.008433328811079263,9.956230945587158,83848.18935546876,0.000130804181098938,1.336812928915024,0.001923858658522022,0.32157735116779806,0.0001,0.0001,0.01,0.0078125,9.91325451850891,-0.010495204403996468,9.937107763290406,52047.16185546875,-1.6477704048156738e-05,1.338931875228882,0.0019964762664062617,0.3190755644440651,0.0001,0.0001,0.01,0.0078125
nan,nan,nan,nan,0,0,4,0,0,28000,0,7000,0,1000,0,43.2373928632588,0.0,7000,0,28000,False,0,7,a5201_00000,2024-02-23_20-56-58,1708721818,23.12961196899414,173.3570272922516,18473,MacBook-Pro-2,127.0.0.1,173.3570272922516,7,7000,0,28000,0,nan,nan,nan,nan,0,0,[],[],24763.691,23629.158,8.127,7000,0,28000,0,45.078125,71.7625,[],[],400.0,1000.0,39.64372634887695,39.64372634887695,-0.009711445663124324,9.953329591751098,187001.090234375,0.00013882040977478027,1.3571821749210358,0.0016425883652021866,0.30545394331216813,0.0001,0.0001,0.01,0.00390625,9.924541645050049,-0.010470523294061422,9.948376607894897,80998.6354296875,-0.0007062506675720215,1.338434077501297,0.002553192551140455,0.2741251690685749,0.0001,0.0001,0.01,0.00390625,9.906002168655396,-0.011225349074229597,9.930520849227905,107387.25217773438,-0.0006195908784866333,1.3312337338924407,0.002433772933636078,0.28060258671641347,0.0001,0.0001,0.01,0.00390625,9.88312343597412,-0.013447956538475409,9.909815912246705,41400.31125,0.0005131947994232177,1.3266685509681702,0.002835720692717132,0.32810606591403485,0.0001,0.0001,0.01,0.00390625
nan,nan,nan,nan,0,0,4,0,0,32000,0,8000,0,1000,0,43.719459118373344,0.0,8000,0,32000,False,0,8,a5201_00000,2024-02-23_20-57-20,1708721840,22.874561071395874,196.23158836364746,18473,MacBook-Pro-2,127.0.0.1,196.23158836364746,8,8000,0,32000,0,nan,nan,nan,nan,0,0,[],[],24527.364,23395.818,7.914,8000,0,32000,0,43.55454545454545,71.67878787878787,[],[],400.0,1000.0,39.64428726196289,39.64428726196289,-0.010779077145271003,9.941139087677001,427350.74453125,0.0001209944486618042,1.3571287882328034,0.0020584655119159833,0.3237167611718178,0.0001,0.0001,0.01,0.001953125,9.938659448623657,-0.010909677464514971,9.962747888565064,87020.629140625,-0.0006947672367095947,1.3186603343486787,0.002002744620322119,0.32038341350853444,0.0001,0.0001,0.01,0.001953125,9.893691987991334,-0.011706260703504086,9.918703231811524,74609.41337890625,0.0009265464544296265,1.3314208829402923,0.0023380598573703535,0.3097094778716564,0.0001,0.0001,0.01,0.001953125,9.895138883590699,-0.011530986081343144,9.919722337722778,38695.47443359375,0.0003483057022094727,1.3061361837387084,0.0022718412973836166,0.3577016869932413,0.0001,0.0001,0.01,0.001953125
nan,nan,nan,nan,0,0,4,0,0,36000,0,9000,0,1000,0,43.86674870987872,0.0,9000,0,36000,False,0,9,a5201_00000,2024-02-23_20-57-43,1708721863,22.797921895980835,219.0295102596283,18473,MacBook-Pro-2,127.0.0.1,219.0295102596283,9,9000,0,36000,0,nan,nan,nan,nan,0,0,[],[],24335.02,23204.249,7.796,9000,0,36000,0,43.8875,71.675,[],[],400.0,1000.0,39.67866436004638,39.67866436004638,-0.008556774295866489,9.952716970443726,683915.038125,8.438825607299804e-05,1.3488597989082336,0.0014425707562531899,0.2330715859308839,0.0001,0.0001,0.01,0.0009765625,9.93515570640564,-0.01411034844815731,9.962378702163697,95865.2169140625,-0.0010169041156768799,1.3118318963050841,0.0029526278719913535,0.27584469199180606,0.0001,0.0001,0.01,0.0009765625,9.894056243896484,-0.01106319658458233,9.918447570800781,29418.68847167969,-8.536934852600098e-05,1.3332494437694549,0.0022595819254820526,0.32115129608660936,0.0001,0.0001,0.01,0.0009765625,9.918777837753296,-0.015303880590945482,9.94701416015625,34957.43274414063,0.0008505916595458984,1.2938224411010741,0.002971168113093654,0.2852370639145374,0.0001,0.0001,0.01,0.0009765625
nan,nan,nan,nan,0,0,4,0,0,40000,0,10000,0,1000,0,47.456938806449905,0.0,10000,0,40000,False,0,10,a5201_00000,2024-02-23_21-41-41,1708724501,2637.6509511470795,2856.6804614067078,18473,MacBook-Pro-2,127.0.0.1,2856.6804614067078,10,10000,0,40000,0,nan,nan,nan,nan,0,0,[],[],24008.687,22877.622,7.601,10000,0,40000,0,26.18878205128205,74.12115384615385,[],[],400.0,1000.0,39.71488349914551,39.71488349914551,-0.010148938670754433,9.972326641082764,77914.2233203125,-0.0004026609659194946,1.3374893820285798,0.002120538757258146,0.27408188037574294,0.0001,0.0001,0.01,0.00048828125,9.943652467727661,-0.011436945768073201,9.96801965713501,46882.865517578124,-0.0008165967464447021,1.2932374501228332,0.0021790162872036946,0.30275690004229544,0.0001,0.0001,0.01,0.00048828125,9.89593415260315,-0.009339700024574994,9.918392963409424,26793.591220703125,-0.000889887809753418,1.3121308970451355,0.0022845940106685702,0.3181644757091999,0.0001,0.0001,0.01,0.00048828125,9.926492013931274,-0.008617912479676306,9.947928295135497,28838.667216796875,7.052719593048096e-05,1.2820201218128204,0.0019446076504118536,0.36957850769162176,0.0001,0.0001,0.01,0.00048828125
