episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/__all__/num_agent_steps_trained,info/learner/__all__/num_env_steps_trained,info/learner/__all__/total_loss,info/learner/1/total_loss,info/learner/1/policy_loss,info/learner/1/vf_loss,info/learner/1/vf_loss_unclipped,info/learner/1/vf_explained_var,info/learner/1/entropy,info/learner/1/mean_kl_loss,info/learner/1/gradients_default_optimizer_global_norm,info/learner/1/default_optimizer_lr,info/learner/1/curr_lr,info/learner/1/curr_entropy_coeff,info/learner/1/curr_kl_coeff,info/learner/2/total_loss,info/learner/2/policy_loss,info/learner/2/vf_loss,info/learner/2/vf_loss_unclipped,info/learner/2/vf_explained_var,info/learner/2/entropy,info/learner/2/mean_kl_loss,info/learner/2/gradients_default_optimizer_global_norm,info/learner/2/default_optimizer_lr,info/learner/2/curr_lr,info/learner/2/curr_entropy_coeff,info/learner/2/curr_kl_coeff,info/learner/5/total_loss,info/learner/5/policy_loss,info/learner/5/vf_loss,info/learner/5/vf_loss_unclipped,info/learner/5/vf_explained_var,info/learner/5/entropy,info/learner/5/mean_kl_loss,info/learner/5/gradients_default_optimizer_global_norm,info/learner/5/default_optimizer_lr,info/learner/5/curr_lr,info/learner/5/curr_entropy_coeff,info/learner/5/curr_kl_coeff,info/learner/6/total_loss,info/learner/6/policy_loss,info/learner/6/vf_loss,info/learner/6/vf_loss_unclipped,info/learner/6/vf_explained_var,info/learner/6/entropy,info/learner/6/mean_kl_loss,info/learner/6/gradients_default_optimizer_global_norm,info/learner/6/default_optimizer_lr,info/learner/6/curr_lr,info/learner/6/curr_entropy_coeff,info/learner/6/curr_kl_coeff
nan,nan,nan,nan,0,0,4,0,0,4000,0,1000,0,1000,0,46.6960382830775,0.0,1000,0,4000,False,0,1,b60c3_00000,2024-02-22_22-07-40,1708639660,21.41649603843689,21.41649603843689,1634,MacBook-Pro-2,127.0.0.1,21.41649603843689,1,1000,0,4000,0,nan,nan,nan,nan,0,0,[],[],21415.006,20248.669,7.538,1000,0,4000,0,39.84193548387097,76.4,[],[],400.0,1000.0,39.730101432800296,39.730101432800296,-0.01035939040593803,9.959922599792481,229977.3187890625,8.938312530517579e-06,1.3830114281177521,0.0016001638975184384,0.24984342142939567,0.0001,0.0001,0.01,0.25,9.924810972213745,-0.009643980615437612,9.947379531860351,147338.1888671875,-0.00021660327911376953,1.3841376411914825,0.0018334541538430039,0.21630353517830372,0.0001,0.0001,0.01,0.25,9.930436153411865,-0.011147916513727978,9.954550018310547,183474.8188671875,-2.782940864562988e-06,1.3821943199634552,0.0017119006648804013,0.20704093012958766,0.0001,0.0001,0.01,0.25,9.938321323394776,-0.011996128167957067,9.962920446395874,122042.51150390625,1.0996460914611817e-05,1.383667163848877,0.002467225716266643,0.19583007790148257,0.0001,0.0001,0.01,0.25
nan,nan,nan,nan,0,0,4,0,0,8000,0,2000,0,1000,0,41.675088352434486,0.0,2000,0,8000,False,0,2,b60c3_00000,2024-02-22_22-08-04,1708639684,23.996510982513428,45.41300702095032,1634,MacBook-Pro-2,127.0.0.1,45.41300702095032,2,2000,0,8000,0,nan,nan,nan,nan,0,0,[],[],22705.06,21586.55,7.161,2000,0,8000,0,39.22424242424242,76.08181818181819,[],[],400.0,1000.0,39.76052822113037,39.76052822113037,-0.006766014285385608,9.986509685516358,1299276.493125,0.0001622462272644043,1.3757679378986358,0.0016576313601387937,0.2295431137084961,0.0001,0.0001,0.01,0.125,9.909436826705933,-0.014173769559711218,9.93664909362793,188635.548515625,-6.231248378753662e-05,1.3784351933002472,0.002983809779670992,0.32559496454894543,0.0001,0.0001,0.01,0.125,9.931427497863769,-0.013020242321072146,9.957678575515747,260141.8023046875,4.3050646781921386e-05,1.38090646982193,0.0023127243764156447,0.2689937875792384,0.0001,0.0001,0.01,0.125,9.953263425827027,-0.012565855830907822,9.978972826004028,80104.7130859375,0.0002001255750656128,1.3783462393283843,0.0025599546367084257,0.2651680617779493,0.0001,0.0001,0.01,0.125
nan,nan,nan,nan,0,0,4,0,0,12000,0,3000,0,1000,0,42.12465328143183,0.0,3000,0,12000,False,0,3,b60c3_00000,2024-02-22_22-08-27,1708639707,23.740601778030396,69.15360879898071,1634,MacBook-Pro-2,127.0.0.1,69.15360879898071,3,3000,0,12000,0,nan,nan,nan,nan,0,0,[],[],23049.716,21943.174,7.051,3000,0,12000,0,38.47352941176471,75.72058823529412,[],[],400.0,1000.0,39.71915157318115,39.71915157318115,-0.00990552201285027,9.936542854309081,1348806.646328125,0.00010837137699127198,1.3712861955165863,0.0018832710877563841,0.2623612897843122,0.0001,0.0001,0.01,0.0625,9.945603609085083,-0.011533828356623416,9.970513134002685,185090.4400390625,4.549264907836914e-05,1.371002482175827,0.0026744170277106603,0.3359971712529659,0.0001,0.0001,0.01,0.0625,9.921356220245361,-0.012098058312403737,9.947006511688233,195479.3591796875,-0.00014281034469604492,1.3778408205509185,0.0018094584974869576,0.28321192905306813,0.0001,0.0001,0.01,0.0625,9.939031991958618,-0.014130976680462481,9.966572484970094,108438.235703125,9.324312210083007e-05,1.3714957559108734,0.002443812116302979,0.2717893444746733,0.0001,0.0001,0.01,0.0625
nan,nan,nan,nan,0,0,4,0,0,16000,0,4000,0,1000,0,42.178442103222295,0.0,4000,0,16000,False,0,4,b60c3_00000,2024-02-22_22-08-51,1708639731,23.710392951965332,92.86400175094604,1634,MacBook-Pro-2,127.0.0.1,92.86400175094604,4,4000,0,16000,0,nan,nan,nan,nan,0,0,[],[],23214.477,22106.471,6.938,4000,0,16000,0,38.77878787878788,75.75757575757576,[],[],400.0,1000.0,39.70919654846191,39.70919654846191,-0.007684386409819126,9.98011957168579,1038705.5,9.554564952850342e-05,1.37078430891037,0.0020468335385203317,0.22290044344961643,0.0001,0.0001,0.01,0.03125,9.905851821899414,-0.009933218646619935,9.929324502944946,205620.06578125,-0.00031319499015808105,1.3661290729045867,0.0019480195936239398,0.2987087991833687,0.0001,0.0001,0.01,0.03125,9.919343938827515,-0.012610142854973673,9.945517024993897,161120.13765625,0.00011474251747131347,1.3697875833511353,0.002160547506459807,0.3096203888207674,0.0001,0.0001,0.01,0.03125,9.925145444869996,-0.012338679949752986,9.950969581604005,71753.604765625,2.329587936401367e-05,1.3629032063484192,0.00229867942824967,0.3572778731584549,0.0001,0.0001,0.01,0.03125
nan,nan,nan,nan,0,0,4,0,0,20000,0,5000,0,1000,0,44.865347073556954,0.0,5000,0,20000,False,0,5,b60c3_00000,2024-02-22_22-09-13,1708639753,22.29032015800476,115.1543219089508,1634,MacBook-Pro-2,127.0.0.1,115.1543219089508,5,5000,0,20000,0,nan,nan,nan,nan,0,0,[],[],23029.357,21929.03,6.692,5000,0,20000,0,39.18387096774194,76.0516129032258,[],[],400.0,1000.0,39.67731719970703,39.67731719970703,-0.008563247956335545,9.967241516113281,575701.02421875,2.537965774536133e-05,1.3691688513755798,0.001472226429063994,0.23528748594224452,0.0001,0.0001,0.01,0.015625,9.932705554962158,-0.009032090599648655,9.955222311019897,170745.503515625,7.908523082733154e-05,1.3548482382297515,0.002041494237741972,0.2582893205434084,0.0001,0.0001,0.01,0.015625,9.909202814102173,-0.011346968933939933,9.93417841911316,159846.628984375,0.00016681015491485596,1.367693235874176,0.0015463372645990604,0.3541127434372902,0.0001,0.0001,0.01,0.015625,9.89037633895874,-0.008615334064816125,9.91250184059143,71761.402578125,0.00034967541694641113,1.3553666853904724,0.001392743945818893,0.348127439469099,0.0001,0.0001,0.01,0.015625
nan,nan,nan,nan,0,0,4,0,0,24000,0,6000,0,1000,0,40.753494402581914,0.0,6000,0,24000,False,0,6,b60c3_00000,2024-02-22_22-09-38,1708639778,24.541732788085938,139.69605469703674,1634,MacBook-Pro-2,127.0.0.1,139.69605469703674,6,6000,0,24000,0,nan,nan,nan,nan,0,0,[],[],23280.753,22181.795,7.122,6000,0,24000,0,40.31470588235294,76.21176470588233,[],[],400.0,1000.0,39.731165924072265,39.731165924072265,-0.009795055543072521,9.978617601394653,1781065.7290625,-2.6128292083740235e-05,1.3622587084770204,0.002441582041675474,0.2802099819481373,0.0001,0.0001,0.01,0.0078125,9.943354845046997,-0.011258077361417236,9.968020334243775,150445.72078125,0.00021779954433441163,1.344787347316742,0.0025886268720819315,0.32369881704449655,0.0001,0.0001,0.01,0.0078125,9.885425233840943,-0.012713171999785118,9.911698856353759,145597.19203125,3.8619637489318845e-05,1.359237711429596,0.0020452850445860805,0.3388692946732044,0.0001,0.0001,0.01,0.0078125,9.947147693634033,-0.01141118469531648,9.971962842941284,56904.0726171875,0.00022593438625335694,1.343368682861328,0.0019058693942588434,0.36618112862110136,0.0001,0.0001,0.01,0.0078125
nan,nan,nan,nan,0,0,4,0,0,28000,0,7000,0,1000,0,0.6795413762435675,0.0,7000,0,28000,False,0,7,b60c3_00000,2024-02-22_22-34-09,1708641249,1471.5826120376587,1611.2786667346954,1634,MacBook-Pro-2,127.0.0.1,1611.2786667346954,7,7000,0,28000,0,nan,nan,nan,nan,0,0,[],[],230180.74,229078.128,7.213,7000,0,28000,0,45.48333333333333,77.75833333333334,[],[],400.0,1000.0,39.746870880126956,39.746870880126956,-0.010376985091716051,9.989318437576294,552548.252421875,-6.55531883239746e-05,1.3548307466506957,0.0025796745096522498,0.3271264592558146,0.0001,0.0001,0.01,0.00390625,9.958677291870117,-0.012994618266820907,9.984900636672974,122530.3212109375,0.00018347203731536866,1.3251744771003724,0.0029387230651900607,0.3352761322259903,0.0001,0.0001,0.01,0.00390625,9.90593433380127,-0.012115625943988562,9.931616048812867,79297.50837890625,0.00010595440864562988,1.3584353840351104,0.0023341219597796227,0.36056290335953234,0.0001,0.0001,0.01,0.00390625,9.916845912933349,-0.011648963745683432,9.941804971694946,41021.27314453125,0.000566103458404541,1.332949720621109,0.0024920746139468976,0.3557682503759861,0.0001,0.0001,0.01,0.00390625
nan,nan,nan,nan,0,0,4,0,0,32000,0,8000,0,1000,0,42.48054420175763,0.0,8000,0,32000,False,0,8,b60c3_00000,2024-02-22_22-34-33,1708641273,23.54180932044983,1634.8204760551453,1634,MacBook-Pro-2,127.0.0.1,1634.8204760551453,8,8000,0,32000,0,nan,nan,nan,nan,0,0,[],[],204350.666,203251.195,7.077,8000,0,32000,0,43.221212121212126,77.04545454545453,[],[],400.0,1000.0,39.70340393066406,39.70340393066406,-0.010001104781404138,9.954614706039429,344054.2843359375,-0.00010733306407928467,1.3541603481769562,0.0017976182394522765,0.32124505415558813,0.0001,0.0001,0.01,0.001953125,9.956892776489259,-0.012250782456248999,9.98240758895874,89846.150703125,-0.00021910488605499266,1.3271956110000611,0.002032695855118618,0.318885937333107,0.0001,0.0001,0.01,0.001953125,9.919429931640625,-0.011505527925910428,9.944423122406006,73255.82216796876,0.00041126608848571775,1.349484156370163,0.0018177403389790924,0.369750175178051,0.0001,0.0001,0.01,0.001953125,9.896002445220947,-0.011314980424940587,9.920528497695923,38082.22580078125,-0.0002059882879257202,1.3220127022266388,0.0023225543014336837,0.3473955364525318,0.0001,0.0001,0.01,0.001953125
nan,nan,nan,nan,0,0,4,0,0,36000,0,9000,0,1000,0,46.36397686806423,0.0,9000,0,36000,False,0,9,b60c3_00000,2024-02-22_22-34-55,1708641295,21.56981086730957,1656.3902869224548,1634,MacBook-Pro-2,127.0.0.1,1656.3902869224548,9,9000,0,36000,0,nan,nan,nan,nan,0,0,[],[],184041.527,182944.552,6.93,9000,0,36000,0,39.45000000000001,76.30999999999997,[],[],400.0,1000.0,39.686427421569825,39.686427421569825,-0.008377245729789137,9.967067070007325,300075.8575,-0.0003368264436721802,1.3442681705951691,0.0021363112324570468,0.3033722744882107,0.0001,0.0001,0.01,0.0009765625,9.932113513946533,-0.01168947312515229,9.956847896575928,83047.691953125,-0.00016633570194244385,1.3049519765377045,0.002386156518434177,0.3462273193895817,0.0001,0.0001,0.01,0.0009765625,9.90946349143982,-0.011295435279607772,9.934105968475341,58988.9764453125,0.0003078120946884155,1.3351793217658996,0.0024817908187492323,0.40992111414670945,0.0001,0.0001,0.01,0.0009765625,9.899599256515502,-0.00945834043668583,9.922174730300902,25292.108876953123,0.0006968754529953002,1.3120657992362976,0.0018330289146297218,0.40353588566184045,0.0001,0.0001,0.01,0.0009765625
nan,nan,nan,nan,0,0,4,0,0,40000,0,10000,0,1000,0,46.79684738409298,0.0,10000,0,40000,False,0,10,b60c3_00000,2024-02-22_22-35-16,1708641316,21.37025785446167,1677.7605447769165,1634,MacBook-Pro-2,127.0.0.1,1677.7605447769165,10,10000,0,40000,0,nan,nan,nan,nan,0,0,[],[],167774.267,166680.432,6.889,10000,0,40000,0,38.436666666666675,75.64666666666668,[],[],400.0,1000.0,39.693471641540526,39.693471641540526,-0.007720975251868367,9.947041006088257,305275.1816796875,-0.0006502360105514526,1.3469289302825929,0.0019682105479978417,0.3501478392630816,0.0001,0.0001,0.01,0.00048828125,9.940929222106934,-0.011990975420922041,9.96587441444397,71747.7337890625,0.0001333189010620117,1.2957130110263824,0.0028214140542331735,0.3031253099441528,0.0001,0.0001,0.01,0.00048828125,9.934845151901245,-0.013895236410899087,9.96199460029602,62751.21189453125,-0.00023689806461334227,1.3257076466083526,0.0029152387711144454,0.3388094210624695,0.0001,0.0001,0.01,0.00048828125,9.891844787597655,-0.010818678066134452,9.915613842010497,28449.430205078126,0.0015210622549057006,1.2953144669532777,0.002768664465843358,0.4155361826717854,0.0001,0.0001,0.01,0.00048828125
